Latitude,Longitude,Timestamp
38.888000000000005,-77.03209,2022-06-25T22:28:51Z
38.88712000000001,-77.03209,2022-06-25T22:28:59Z
38.886120000000005,-77.03207,2022-06-25T22:29:05Z
38.88524000000001,-77.03206,2022-06-25T22:29:54Z
38.88431,-77.03209,2022-06-25T22:30:00Z
38.883489999999995,-77.03224,2022-06-25T22:30:05Z
38.88275999999999,-77.03258,2022-06-25T22:30:10Z
38.88203999999999,-77.03308,2022-06-25T22:30:15Z
38.88129000000001,-77.03364,2022-06-25T22:30:20Z
38.88052999999999,-77.03424,2022-06-25T22:30:25Z
38.88001,-77.03506,2022-06-25T22:30:30Z
38.87977000000001,-77.03593,2022-06-25T22:30:34Z
38.87966,-77.03677,2022-06-25T22:30:38Z
38.879549999999995,-77.03768,2022-06-25T22:30:44Z
38.8793,-77.03849,2022-06-25T22:30:48Z
38.87834999999999,-77.03986,2022-06-25T22:30:56Z
38.87769,-77.04052,2022-06-25T22:31:00Z
38.87701999999999,-77.04117,2022-06-25T22:31:04Z
38.87635,-77.04181,2022-06-25T22:31:08Z
38.87566000000001,-77.04247,2022-06-25T22:31:12Z
38.874359999999996,-77.04374999999999,2022-06-25T22:31:21Z
38.873700000000014,-77.04439,2022-06-25T22:31:25Z
38.87244000000001,-77.04562,2022-06-25T22:31:33Z
38.87177,-77.04616,2022-06-25T22:31:37Z
38.871309999999994,-77.04687,2022-06-25T22:31:42Z
38.871080000000006,-77.04777,2022-06-25T22:31:47Z
38.87094999999999,-77.04863,2022-06-25T22:31:51Z
38.87091000000001,-77.04967,2022-06-25T22:31:56Z
38.870180000000005,-77.05012,2022-06-25T22:32:10Z
38.869460000000004,-77.05056,2022-06-25T22:32:19Z
38.86904999999999,-77.05136,2022-06-25T22:32:25Z
38.86876000000001,-77.05222,2022-06-25T22:32:30Z
38.868509999999986,-77.05309,2022-06-25T22:32:35Z
38.86769000000002,-77.0545,2022-06-25T22:32:48Z
38.86777000000001,-77.05553,2022-06-25T22:33:03Z
38.86796000000001,-77.05691,2022-06-25T22:33:17Z
38.86795000000001,-77.05697,2022-06-25T22:35:17Z
38.868419999999986,-77.05773,2022-06-25T22:36:47Z
38.868750000000006,-77.05854,2022-06-25T22:36:56Z
38.8691,-77.05942,2022-06-25T22:37:06Z
38.868730000000006,-77.06034,2022-06-25T22:37:31Z
38.870630000000006,-77.0599,2022-06-25T22:37:39Z
38.871399999999994,-77.05939,2022-06-25T22:37:45Z
38.87216000000001,-77.05891,2022-06-25T22:37:50Z
38.87294,-77.05849,2022-06-25T22:37:54Z
38.87374,-77.05807,2022-06-25T22:37:58Z
38.87455,-77.0577,2022-06-25T22:38:02Z
38.87539000000001,-77.05739,2022-06-25T22:38:06Z
38.876239999999996,-77.05716,2022-06-25T22:38:10Z
38.877129999999994,-77.05703,2022-06-25T22:38:14Z
38.878060000000005,-77.05695,2022-06-25T22:38:18Z
38.87899999999999,-77.05699,2022-06-25T22:38:22Z
38.879940000000005,-77.05708,2022-06-25T22:38:26Z
38.88083,-77.05723,2022-06-25T22:38:30Z
38.88167999999999,-77.05741,2022-06-25T22:38:34Z
38.88246000000001,-77.05766,2022-06-25T22:38:38Z
38.883309999999994,-77.05808,2022-06-25T22:38:43Z
38.883999999999986,-77.0585,2022-06-25T22:38:50Z
38.88475,-77.05896,2022-06-25T22:38:57Z
38.88611000000001,-77.05873000000001,2022-06-25T22:39:13Z
38.886480000000006,-77.05782,2022-06-25T22:39:19Z
38.88681,-77.05692,2022-06-25T22:39:24Z
38.88712000000001,-77.05604,2022-06-25T22:39:28Z
38.88740999999999,-77.05511,2022-06-25T22:39:32Z
38.88772,-77.05418,2022-06-25T22:39:36Z
38.888029999999986,-77.05329,2022-06-25T22:39:40Z
38.888329999999996,-77.0524,2022-06-25T22:39:44Z
38.88874000000001,-77.05169,2022-06-25T22:39:48Z
38.889550000000014,-77.05141,2022-06-25T22:39:54Z
38.890619999999984,-77.05016,2022-06-25T22:40:20Z
38.89150000000001,-77.05016,2022-06-25T22:40:29Z
38.89231000000001,-77.05016,2022-06-25T22:40:37Z
38.893190000000004,-77.05017,2022-06-25T22:40:46Z
38.89401000000001,-77.05014,2022-06-25T22:40:54Z
38.89502999999999,-77.05016,2022-06-25T22:41:01Z
38.89581000000001,-77.05019,2022-06-25T22:41:14Z
38.89669000000001,-77.05017,2022-06-25T22:41:23Z
38.89756,-77.05016,2022-06-25T22:41:30Z
38.89846,-77.05017,2022-06-25T22:41:37Z
38.89936,-77.05017,2022-06-25T22:41:45Z
38.900499999999994,-77.0501,2022-06-25T22:41:53Z
38.901549999999986,-77.05024,2022-06-25T22:42:57Z
38.90232,-77.04961,2022-06-25T22:43:51Z
38.90567,-77.04686000000001,2022-06-25T22:45:36Z
38.90776000000001,-77.04522,2022-06-25T22:46:12Z
38.90848,-77.04449,2022-06-25T22:46:27Z
38.908919999999995,-77.04379,2022-06-25T22:47:54Z
38.909009999999995,-77.04313,2022-06-25T22:48:29Z
38.90947,-77.04246,2022-06-25T22:49:09Z
38.90965,-77.04181,2022-06-25T22:49:19Z
38.90960000000001,-77.04096,2022-06-25T22:50:15Z
38.909580000000005,-77.04003,2022-06-25T22:50:24Z
38.90962999999999,-77.03931,2022-06-25T22:50:37Z
38.90969999999999,-77.04023,2022-06-25T22:51:13Z
38.909729999999996,-77.04134,2022-06-25T22:51:23Z
38.91063,-77.04165,2022-06-25T22:51:46Z
38.911010000000005,-77.04079,2022-06-25T22:52:46Z
38.91102000000001,-77.04078,2022-06-25T22:53:34Z
38.911249999999995,-77.04077,2022-06-25T22:55:34Z
38.91127,-77.04078,2022-06-25T22:59:33Z
38.91108,-77.04079,2022-06-25T22:59:56Z
38.91103000000001,-77.04084,2022-06-25T23:01:34Z
38.910830000000004,-77.04085,2022-06-25T23:05:07Z
38.9109,-77.04089,2022-06-25T23:05:34Z
38.91093000000001,-77.04095,2022-06-25T23:09:33Z
38.911010000000005,-77.04067,2022-06-25T23:10:06Z
38.911069999999995,-77.04068,2022-06-25T23:13:33Z
38.91148000000001,-77.04058,2022-06-25T23:15:31Z
38.91132999999999,-77.04066,2022-06-25T23:15:34Z
38.911309999999986,-77.04072,2022-06-25T23:19:33Z
38.910889999999995,-77.04083,2022-06-25T23:20:07Z
38.9109,-77.04085,2022-06-25T23:23:33Z
38.91073,-77.04082,2022-06-25T23:25:07Z
38.910770000000014,-77.0408,2022-06-25T23:25:34Z
38.91091,-77.04077,2022-06-25T23:29:33Z
38.91091,-77.0409,2022-06-25T23:30:04Z
38.91095999999999,-77.0409,2022-06-25T23:33:33Z
38.91095999999999,-77.0409,2022-06-25T23:35:33Z
38.91095999999999,-77.0409,2022-06-25T23:37:33Z
38.91095999999999,-77.0409,2022-06-25T23:39:33Z
38.911040000000014,-77.04101,2022-06-25T23:40:25Z
38.911100000000005,-77.04105,2022-06-25T23:43:33Z
38.911060000000006,-77.04084999999999,2022-06-25T23:45:33Z
38.91105999999999,-77.0408,2022-06-25T23:49:33Z
38.911040000000014,-77.04066,2022-06-25T23:50:17Z
38.91105999999999,-77.04061,2022-06-25T23:53:33Z
38.91111000000001,-77.04076,2022-06-25T23:55:11Z
38.911130000000014,-77.04072,2022-06-25T23:55:34Z
38.91091999999999,-77.04054000000001,2022-06-26T00:00:04Z
38.91121000000001,-77.03965,2022-06-26T00:01:12Z
38.911010000000005,-77.03859,2022-06-26T00:01:20Z
38.90996000000001,-77.0385,2022-06-26T00:01:37Z
38.90971999999999,-77.03944,2022-06-26T00:02:09Z
38.90968000000001,-77.03981999999999,2022-06-26T00:04:19Z
38.90975,-77.04012,2022-06-26T00:06:19Z
38.90961999999999,-77.03891,2022-06-26T00:07:02Z
38.90959000000001,-77.03803,2022-06-26T00:07:25Z
38.90946,-77.03674,2022-06-26T00:07:42Z
38.90746999999999,-77.03679000000001,2022-06-26T00:09:01Z
38.90705,-77.03605,2022-06-26T00:09:39Z
38.90674000000001,-77.03516,2022-06-26T00:09:46Z
38.90642,-77.03438,2022-06-26T00:09:53Z
38.90611999999999,-77.03359,2022-06-26T00:09:59Z
38.90584000000001,-77.03279,2022-06-26T00:10:04Z
38.90509,-77.03071,2022-06-26T00:10:17Z
38.90477999999999,-77.02989,2022-06-26T00:10:22Z
38.90442999999999,-77.02905,2022-06-26T00:10:28Z
38.9041,-77.02772,2022-06-26T00:10:34Z
38.90388999999999,-77.02691,2022-06-26T00:11:37Z
38.90357,-77.02617,2022-06-26T00:11:45Z
38.903160000000014,-77.02539,2022-06-26T00:11:52Z
38.90284,-77.0247,2022-06-26T00:12:01Z
38.90280000000001,-77.02381,2022-06-26T00:12:11Z
38.90284,-77.02307,2022-06-26T00:12:18Z
38.90289000000001,-77.02224,2022-06-26T00:12:34Z
38.90311,-77.02118,2022-06-26T00:12:43Z
38.90334999999999,-77.02033,2022-06-26T00:13:07Z
38.90270000000001,-77.01982,2022-06-26T00:14:14Z
38.902590000000004,-77.01895,2022-06-26T00:15:34Z
38.90261000000001,-77.01807,2022-06-26T00:15:41Z
38.90263999999999,-77.01725,2022-06-26T00:15:46Z
38.90263999999999,-77.01636,2022-06-26T00:15:51Z
38.90262000000001,-77.01542,2022-06-26T00:15:58Z
38.902649999999994,-77.01432,2022-06-26T00:16:04Z
38.90262999999999,-77.01344,2022-06-26T00:16:31Z
38.90262000000001,-77.01259,2022-06-26T00:16:38Z
38.90262999999999,-77.01176,2022-06-26T00:16:44Z
38.90262999999999,-77.01085,2022-06-26T00:16:50Z
38.90261000000001,-77.00982,2022-06-26T00:16:57Z
38.90254999999999,-77.00931,2022-06-26T00:17:22Z
38.90357,-77.00896,2022-06-26T00:18:55Z
38.90450999999999,-77.00879,2022-06-26T00:19:49Z
38.904650000000004,-77.00801,2022-06-26T00:20:09Z
38.90445,-77.00724,2022-06-26T00:20:20Z
38.90401,-77.00642,2022-06-26T00:20:34Z
38.90377000000001,-77.00714,2022-06-26T00:21:30Z
38.903760000000005,-77.00796,2022-06-26T00:21:37Z
38.90378000000001,-77.00874,2022-06-26T00:21:46Z
38.90449000000001,-77.00896,2022-06-26T00:22:28Z
38.90348,-77.00902,2022-06-26T00:22:48Z
38.90339,-77.00892,2022-06-26T00:23:27Z
38.903429999999986,-77.00894,2022-06-26T00:25:27Z
38.903429999999986,-77.00895,2022-06-26T00:29:26Z
38.90339,-77.0091,2022-06-26T00:29:56Z
38.90335999999999,-77.00907,2022-06-26T00:33:26Z
38.90335999999999,-77.00893,2022-06-26T00:35:04Z
38.90333000000001,-77.00878,2022-06-26T00:35:27Z
38.90333000000001,-77.00875,2022-06-26T00:39:26Z
38.90329,-77.00883,2022-06-26T00:40:09Z
38.90326999999999,-77.00886,2022-06-26T00:43:26Z
38.90323000000001,-77.00897,2022-06-26T00:45:08Z
38.903220000000005,-77.00897,2022-06-26T00:45:27Z
38.903220000000005,-77.00896,2022-06-26T00:49:26Z
38.90324000000001,-77.00904,2022-06-26T00:50:09Z
38.90316999999999,-77.00886,2022-06-26T00:53:26Z
38.90333,-77.00914,2022-06-26T00:55:27Z
38.90353999999999,-77.00901,2022-06-26T00:59:26Z
38.90325999999999,-77.00883,2022-06-26T01:00:00Z
38.903160000000014,-77.00872,2022-06-26T01:03:26Z
38.902860000000004,-77.00846,2022-06-26T01:05:14Z
38.90324000000001,-77.00909,2022-06-26T01:05:27Z
38.90333000000001,-77.00927,2022-06-26T01:09:26Z
38.90334999999999,-77.00933,2022-06-26T01:10:08Z
38.90335999999999,-77.00929,2022-06-26T01:13:26Z
38.90333000000001,-77.00922,2022-06-26T01:15:04Z
38.903339999999986,-77.00919,2022-06-26T01:15:27Z
38.90334999999999,-77.0092,2022-06-26T01:19:26Z
38.903070000000014,-77.00866,2022-06-26T01:20:21Z
38.90307999999999,-77.00869,2022-06-26T01:23:26Z
38.903339999999986,-77.00917,2022-06-26T01:25:27Z
38.90335999999999,-77.00917,2022-06-26T01:29:26Z
38.9033,-77.00901,2022-06-26T01:30:04Z
38.90332000000001,-77.00883,2022-06-26T01:33:26Z
38.903310000000005,-77.00923,2022-06-26T01:35:05Z
38.903310000000005,-77.00909,2022-06-26T01:35:27Z
38.903339999999986,-77.00904,2022-06-26T01:39:26Z
38.90318000000001,-77.00899,2022-06-26T01:41:27Z
38.90342000000001,-77.00913,2022-06-26T01:45:07Z
38.90347,-77.00896,2022-06-26T01:45:27Z
38.90344999999999,-77.00898,2022-06-26T01:49:26Z
38.90339,-77.0092,2022-06-26T01:50:05Z
38.903400000000005,-77.00908,2022-06-26T01:53:26Z
38.90349000000001,-77.00896,2022-06-26T01:55:27Z
38.90334999999999,-77.00907,2022-06-26T01:59:26Z
38.903339999999986,-77.00914,2022-06-26T01:59:59Z
38.90334999999999,-77.00917,2022-06-26T02:03:26Z
38.903369999999995,-77.00907,2022-06-26T02:05:07Z
38.90341000000001,-77.00914,2022-06-26T02:05:27Z
38.90324999999999,-77.00886000000001,2022-06-26T02:11:13Z
38.90342000000001,-77.00893,2022-06-26T02:11:38Z
38.903519999999986,-77.00915,2022-06-26T02:13:27Z
38.90350000000001,-77.00924,2022-06-26T02:15:27Z
38.90347,-77.00924,2022-06-26T02:19:26Z
38.90329,-77.00917,2022-06-26T02:20:16Z
38.90326999999999,-77.00938,2022-06-26T02:25:04Z
38.90333000000001,-77.00928,2022-06-26T02:25:27Z
38.90333000000001,-77.00927,2022-06-26T02:29:26Z
38.903490000000005,-77.00906,2022-06-26T02:30:02Z
38.90343999999999,-77.00911,2022-06-26T02:33:26Z
38.90347,-77.00891,2022-06-26T02:35:05Z
38.903429999999986,-77.009,2022-06-26T02:35:27Z
38.903429999999986,-77.00901,2022-06-26T02:39:26Z
38.903490000000005,-77.009,2022-06-26T02:40:11Z
38.90356,-77.00887,2022-06-26T02:43:26Z
38.90342000000001,-77.00867,2022-06-26T02:45:17Z
38.90342000000001,-77.00867,2022-06-26T02:47:26Z
38.90342000000001,-77.00867,2022-06-26T02:49:26Z
38.90357,-77.0089,2022-06-26T02:50:08Z
38.903639999999996,-77.00892,2022-06-26T02:53:26Z
38.903549999999996,-77.00864,2022-06-26T02:55:06Z
38.903459999999995,-77.00893,2022-06-26T02:55:27Z
38.903459999999995,-77.00891,2022-06-26T02:59:26Z
38.90343999999999,-77.00901,2022-06-26T02:59:59Z
38.90341000000001,-77.00902,2022-06-26T03:03:26Z
38.90350999999999,-77.00907,2022-06-26T03:05:27Z
38.90347,-77.00914,2022-06-26T03:09:26Z
38.90352999999999,-77.00892,2022-06-26T03:10:09Z
38.903519999999986,-77.00902,2022-06-26T03:13:26Z
38.903459999999995,-77.00922,2022-06-26T03:15:05Z
38.90347,-77.00912,2022-06-26T03:15:27Z
38.90347,-77.00903,2022-06-26T03:20:08Z
38.903490000000005,-77.00903,2022-06-26T03:23:26Z
38.90338,-77.00901,2022-06-26T03:25:04Z
38.903369999999995,-77.00898,2022-06-26T03:25:27Z
38.90335999999999,-77.00898,2022-06-26T03:29:26Z
38.903339999999986,-77.0091,2022-06-26T03:29:59Z
38.903310000000005,-77.009,2022-06-26T03:35:26Z
38.903699999999986,-77.00974,2022-06-26T03:35:27Z
38.90339,-77.00926,2022-06-26T03:35:58Z
38.903310000000005,-77.0089,2022-06-26T03:39:57Z
38.903429999999986,-77.00887,2022-06-26T03:40:05Z
38.90344999999999,-77.00889,2022-06-26T03:43:57Z
38.903339999999986,-77.0078,2022-06-26T03:45:08Z
38.903490000000005,-77.00869,2022-06-26T03:45:21Z
38.903580000000005,-77.00913,2022-06-26T03:46:05Z
38.90359000000001,-77.00947,2022-06-26T03:50:04Z
38.90347,-77.00929,2022-06-26T03:50:05Z
38.90341000000001,-77.00931,2022-06-26T03:54:04Z
38.9024,-77.00726,2022-06-26T03:55:13Z
38.902379999999994,-77.00721,2022-06-26T03:58:04Z
38.902379999999994,-77.00721,2022-06-26T04:00:04Z
38.90344999999999,-77.00937,2022-06-26T04:00:16Z
38.90342000000001,-77.00937,2022-06-26T04:04:04Z
38.90347,-77.00919,2022-06-26T04:05:08Z
38.90344999999999,-77.00925,2022-06-26T04:06:05Z
38.90352999999999,-77.00926,2022-06-26T04:10:04Z
38.90341000000001,-77.00915,2022-06-26T04:10:05Z
38.90339,-77.00915,2022-06-26T04:14:04Z
38.90348,-77.00921,2022-06-26T04:15:10Z
38.90332000000001,-77.00915,2022-06-26T04:16:05Z
38.90361999999999,-77.00933,2022-06-26T04:20:03Z
38.90353999999999,-77.00924,2022-06-26T04:20:05Z
38.90352999999999,-77.00919,2022-06-26T04:24:04Z
38.903369999999995,-77.00911,2022-06-26T04:25:03Z
38.903339999999986,-77.00914,2022-06-26T04:26:04Z
38.903580000000005,-77.00911,2022-06-26T04:29:58Z
38.90356,-77.0093,2022-06-26T04:30:05Z
38.90357,-77.00938,2022-06-26T04:34:04Z
38.90337000000001,-77.00919,2022-06-26T04:36:05Z
38.90347,-77.00919,2022-06-26T04:40:04Z
38.90338,-77.00907,2022-06-26T04:40:07Z
38.903400000000005,-77.00916,2022-06-26T04:44:04Z
38.90339,-77.00916,2022-06-26T04:45:04Z
38.903400000000005,-77.00916,2022-06-26T04:46:04Z
38.90325999999999,-77.00934,2022-06-26T04:50:04Z
38.90333000000001,-77.00915,2022-06-26T04:50:05Z
38.90334999999999,-77.00915,2022-06-26T04:54:04Z
38.903369999999995,-77.00886,2022-06-26T04:55:06Z
38.903429999999986,-77.00898,2022-06-26T04:56:05Z
38.90361999999999,-77.00926,2022-06-26T04:59:59Z
38.90357,-77.00934,2022-06-26T05:00:05Z
38.90359000000001,-77.00943,2022-06-26T05:04:04Z
38.90338,-77.00933,2022-06-26T05:06:05Z
38.90344999999999,-77.00924,2022-06-26T05:10:04Z
38.90342000000001,-77.00931,2022-06-26T05:10:05Z
38.903400000000005,-77.00927,2022-06-26T05:14:04Z
38.90339,-77.00924,2022-06-26T05:15:03Z
38.90341000000001,-77.00921,2022-06-26T05:16:04Z
38.90340999999999,-77.00928,2022-06-26T05:20:04Z
38.90339,-77.00927,2022-06-26T05:24:04Z
38.90332000000001,-77.00909,2022-06-26T05:25:04Z
38.90332000000001,-77.00915,2022-06-26T05:26:05Z
38.90335999999999,-77.00911,2022-06-26T05:29:56Z
38.90335999999999,-77.00915,2022-06-26T05:30:05Z
38.90334999999999,-77.00915,2022-06-26T05:34:04Z
38.903429999999986,-77.00926,2022-06-26T05:36:05Z
38.903429999999986,-77.00927,2022-06-26T05:40:04Z
38.903339999999986,-77.00855,2022-06-26T05:40:18Z
38.903339999999986,-77.00855,2022-06-26T05:44:04Z
38.903549999999996,-77.00949,2022-06-26T05:45:09Z
38.90362999999999,-77.00985,2022-06-26T05:46:05Z
38.90362999999999,-77.00985,2022-06-26T05:50:04Z
38.90321,-77.00956,2022-06-26T05:50:30Z
38.90339,-77.00927,2022-06-26T05:50:32Z
38.903490000000005,-77.00939,2022-06-26T05:54:31Z
38.90366,-77.0093,2022-06-26T05:55:07Z
38.90350000000001,-77.00921,2022-06-26T05:58:31Z
38.90347,-77.00946,2022-06-26T06:00:04Z
38.903490000000005,-77.00934,2022-06-26T06:02:31Z
38.903490000000005,-77.00934,2022-06-26T06:04:31Z
38.903490000000005,-77.00927,2022-06-26T06:05:02Z
38.90326000000001,-77.0095,2022-06-26T06:10:21Z
38.903519999999986,-77.00941,2022-06-26T06:10:32Z
38.90344999999999,-77.00926,2022-06-26T06:14:31Z
38.90368000000001,-77.00961,2022-06-26T06:15:09Z
38.90365,-77.00954,2022-06-26T06:18:31Z
38.90297999999999,-77.00916000000001,2022-06-26T06:20:32Z
38.903400000000005,-77.0092,2022-06-26T06:24:31Z
38.90368000000001,-77.00975,2022-06-26T06:25:15Z
38.903670000000005,-77.0097,2022-06-26T06:28:31Z
38.90352999999999,-77.00946,2022-06-26T06:29:57Z
38.90356,-77.00941,2022-06-26T06:30:32Z
38.90338,-77.00913,2022-06-26T06:35:36Z
38.903429999999986,-77.00918,2022-06-26T06:36:32Z
38.903429999999986,-77.00917,2022-06-26T06:40:31Z
38.90350000000001,-77.00922,2022-06-26T06:40:36Z
38.903339999999986,-77.00889,2022-06-26T06:44:31Z
38.90339,-77.00862,2022-06-26T06:45:07Z
38.903429999999986,-77.00872,2022-06-26T06:48:31Z
38.90380000000001,-77.00989,2022-06-26T06:50:32Z
38.90342000000001,-77.00911,2022-06-26T06:51:04Z
38.903580000000005,-77.00944,2022-06-26T06:55:06Z
38.90365,-77.00936,2022-06-26T06:59:03Z
38.903459999999995,-77.00918,2022-06-26T07:00:08Z
38.903490000000005,-77.00907,2022-06-26T07:01:04Z
38.903490000000005,-77.00902,2022-06-26T07:05:03Z
38.903459999999995,-77.00931,2022-06-26T07:05:08Z
38.903459999999995,-77.00922,2022-06-26T07:07:03Z
38.90332000000001,-77.00902,2022-06-26T07:11:04Z
38.90332000000001,-77.00902,2022-06-26T07:15:03Z
38.90352999999999,-77.00925,2022-06-26T07:15:19Z
38.90306000000001,-77.00841,2022-06-26T07:16:21Z
38.90314000000001,-77.00857,2022-06-26T07:20:20Z
38.90359000000001,-77.00942,2022-06-26T07:21:04Z
38.90288000000001,-77.00804,2022-06-26T07:22:20Z
38.903070000000014,-77.00848,2022-06-26T07:23:17Z
38.90335999999999,-77.0091,2022-06-26T07:25:27Z
38.903369999999995,-77.00911,2022-06-26T07:29:16Z
38.903580000000005,-77.00959,2022-06-26T07:30:44Z
38.90359000000001,-77.00961,2022-06-26T07:33:16Z
38.90359000000001,-77.00961,2022-06-26T07:35:16Z
38.90338,-77.00926,2022-06-26T07:35:52Z
38.903400000000005,-77.0093,2022-06-26T07:39:16Z
38.903400000000005,-77.0093,2022-06-26T07:41:16Z
38.903189999999995,-77.00886,2022-06-26T07:41:18Z
38.90329,-77.00892,2022-06-26T07:45:07Z
38.9033,-77.00899,2022-06-26T07:45:17Z
38.903310000000005,-77.00901,2022-06-26T07:49:16Z
38.90333000000001,-77.00904,2022-06-26T07:50:05Z
38.9033,-77.00905,2022-06-26T07:53:16Z
38.90343999999999,-77.00915,2022-06-26T07:55:05Z
38.90341000000001,-77.00913,2022-06-26T07:55:17Z
38.903429999999986,-77.00916,2022-06-26T07:59:16Z
38.90348,-77.0093,2022-06-26T07:59:55Z
38.90348,-77.00927,2022-06-26T08:03:16Z
38.903490000000005,-77.0093,2022-06-26T08:05:04Z
38.903490000000005,-77.00933,2022-06-26T08:05:17Z
38.903490000000005,-77.00934,2022-06-26T08:09:16Z
38.903429999999986,-77.00923,2022-06-26T08:10:04Z
38.903290000000005,-77.00886,2022-06-26T08:15:05Z
38.903429999999986,-77.00914,2022-06-26T08:15:17Z
38.90348,-77.00925,2022-06-26T08:19:16Z
38.90353999999999,-77.0093,2022-06-26T08:20:08Z
38.90357,-77.00937,2022-06-26T08:23:16Z
38.90352999999999,-77.00937,2022-06-26T08:25:07Z
38.903549999999996,-77.00943,2022-06-26T08:25:17Z
38.903479999999995,-77.0092,2022-06-26T08:29:55Z
38.903490000000005,-77.00918,2022-06-26T08:33:16Z
38.903639999999996,-77.00952,2022-06-26T08:35:07Z
38.90366,-77.00946,2022-06-26T08:35:17Z
38.90368000000001,-77.00945,2022-06-26T08:39:16Z
38.903459999999995,-77.00939,2022-06-26T08:40:10Z
38.903409999999994,-77.00936,2022-06-26T08:45:04Z
38.90351000000001,-77.00936,2022-06-26T08:45:17Z
38.90344999999999,-77.00924,2022-06-26T08:49:16Z
38.90329,-77.00889,2022-06-26T08:50:12Z
38.90329,-77.00889,2022-06-26T08:53:16Z
38.903490000000005,-77.00925,2022-06-26T08:55:05Z
38.90348,-77.00928,2022-06-26T08:55:17Z
38.903519999999986,-77.00937,2022-06-26T08:59:16Z
38.90347,-77.00924,2022-06-26T08:59:55Z
38.903459999999995,-77.00919,2022-06-26T09:03:16Z
38.90357,-77.00944,2022-06-26T09:05:03Z
38.90347,-77.00927,2022-06-26T09:05:16Z
38.903459999999995,-77.00922,2022-06-26T09:09:16Z
38.903400000000005,-77.00903,2022-06-26T09:10:04Z
38.90347,-77.00912,2022-06-26T09:13:16Z
38.90335999999999,-77.00915,2022-06-26T09:15:05Z
38.90347,-77.0093,2022-06-26T09:15:17Z
38.90347,-77.00931,2022-06-26T09:19:16Z
38.90338,-77.0091,2022-06-26T09:20:05Z
38.90335999999999,-77.00909,2022-06-26T09:23:16Z
38.903589999999994,-77.00945,2022-06-26T09:25:23Z
38.903490000000005,-77.00931,2022-06-26T09:29:16Z
38.90405999999999,-77.0103,2022-06-26T09:30:24Z
38.90418,-77.01049,2022-06-26T09:31:17Z
38.904039999999995,-77.01079,2022-06-26T09:35:22Z
38.90352999999999,-77.00943,2022-06-26T09:35:48Z
38.90338,-77.00921,2022-06-26T09:36:30Z
38.90377000000001,-77.00988,2022-06-26T09:37:06Z
38.903760000000005,-77.00985,2022-06-26T09:40:52Z
38.90330999999999,-77.00901,2022-06-26T09:41:39Z
38.90360999999999,-77.00944,2022-06-26T09:44:12Z
38.903459999999995,-77.00915,2022-06-26T09:45:04Z
