Latitude,Longitude
43.86349853532195,-79.25732970196417
43.86305977536802,-79.25724139742579
43.862597347628295,-79.2571197684281
43.8622113060883,-79.25705003716024
43.86192678835666,-79.25697634136472
43.86173662786681,-79.25694961248568
43.86168746001499,-79.25697489498863
43.86171623349237,-79.2569884384644
43.86174493320048,-79.25699705898107
43.86175055483446,-79.25699818775193
43.86174632211165,-79.2570120761641
43.86171682088206,-79.257005813591
43.86150443455442,-79.2569109285627
43.861160699385366,-79.25681849766792
43.86075619292546,-79.25674249970014
43.860330205540436,-79.25671501935166
43.859876901119264,-79.25661824515034
43.85943616092674,-79.25654542061883
43.85899517049266,-79.25645145961052
43.85856593017136,-79.25635216226861
43.858100534198186,-79.25623519615239
43.85766826221929,-79.25615681651011
43.85727130873805,-79.25607226635154
43.85691677980338,-79.25598700326555
43.85665339060067,-79.25590158181785
43.85645022816641,-79.25582783097555
